pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,count
CU,2025-06-08,83.4,-2.9,5.7,"Skenes, Paul",669016,694973,,ball,,,,,11,Brandon Marsh singles on a sharp line drive to right fielder Bryan Reynolds.,R,L,R,PIT,PHI,B,,,0,0,2025,0.62,-0.29,-1.44,2.91,,,,1,3,Top,,,,,,,2.1405903308849172,-121.46493912558036,0.5933774770018361,5.738632570159366,23.763145120274892,-35.4045589218169,3.3,1.5,,,,83.7,2419,6.4,777595,680779,669707,693304,663647,643396,672744,665833,668804,54.07,,,,,,,,18,1,Curveball,1,0,0,1,0,1,0,1,Standard,Standard,83,0.0,0.039,,,,-0.039,,1,-1,0.643,0.357,23,27,23,28,1,0,5.0,1.0,5.0,1.0,3.56,-0.62,0.62,25.0,,,,,,0-0
FF,2025-06-08,98.4,-2.27,5.7,"Skenes, Paul",805249,694973,strikeout,swinging_strike,,,,,2,Otto Kemp strikes out swinging.,R,R,R,PIT,PHI,S,2.0,,1,2,2025,-1.19,0.92,0.24,3.25,,,,0,3,Top,,,,,,,9.592474667273777,-142.90429878978463,-3.3144251667376357,-18.508476762276707,33.346297472844974,-18.94215216407211,3.32,1.51,,,,98.4,2071,6.4,777595,680779,669707,693304,663647,643396,672744,665833,668804,54.08,,0.0,0.0,1.0,0.0,0.0,,17,5,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,241,0.026,-0.186,66.9,5.8,,0.186,,1,-1,0.617,0.383,23,25,23,26,1,0,5.0,1.0,5.0,1.0,1.44,1.19,1.19,23.1,-12.519456989297248,31.558830109168916,33.38725281526692,32.681696613036834,4.9972988371063645,1-2
ST,2025-06-08,86.3,-2.32,5.52,"Skenes, Paul",805249,694973,,foul,,,,,9,Otto Kemp strikes out swinging.,R,R,R,PIT,PHI,S,,,1,2,2025,0.85,0.64,0.53,1.7,,,,0,3,Top,,,,,,,5.070368229161709,-125.61476310972265,-4.21585119926915,8.038462316523379,24.32868761285597,-24.732344592231705,3.32,1.51,163.0,78.9,65.0,86.8,2180,6.5,777595,680779,669707,693304,663647,643396,672744,665833,668804,54.01,,,,,,,,17,4,Sweeper,1,0,0,1,0,1,0,1,Standard,Standard,101,0.0,0.0,76.1,7.9,,0.0,88.0,1,-1,0.617,0.383,23,25,23,26,1,0,5.0,1.0,5.0,1.0,2.41,-0.85,-0.85,21.7,8.951458371473466,-6.32215410608334,36.931512020677374,35.91453460748117,39.59575856468258,1-2
FF,2025-06-08,96.0,-2.12,5.68,"Skenes, Paul",805249,694973,,ball,,,,,12,Otto Kemp strikes out swinging.,R,R,R,PIT,PHI,B,,,0,2,2025,-0.8,0.76,0.44,3.64,,,,0,3,Top,,,,,,,8.622991764487844,-139.63446468026845,-1.5249027130273642,-12.358550740929036,30.603547104618052,-22.07372414892549,3.44,1.62,,,,96.5,1944,6.5,777595,680779,669707,693304,663647,643396,672744,665833,668804,53.97,,,,,,,,17,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,241,0.0,0.023,,,,-0.023,,1,-1,0.617,0.383,23,25,23,26,1,0,5.0,1.0,5.0,1.0,1.71,0.8,0.8,27.9,,,,,,0-2
ST,2025-06-08,83.8,-2.17,5.59,"Skenes, Paul",805249,694973,,foul,,,,,9,Otto Kemp strikes out swinging.,R,R,R,PIT,PHI,S,,,0,1,2025,0.74,0.62,0.78,1.74,,,,0,3,Top,,,,,,,5.379306031108992,-121.98826255685204,-3.703891776291974,6.26188579008007,24.57842787820239,-25.443816377853523,3.32,1.51,126.0,66.7,14.0,84.0,2283,6.4,777595,680779,669707,693304,663647,643396,672744,665833,668804,54.05,,,,,,,,17,2,Sweeper,1,0,0,1,0,1,0,1,Standard,Standard,77,0.0,-0.054,33.9,7.2,,0.054,88.0,1,-1,0.617,0.383,23,25,23,26,1,0,5.0,1.0,5.0,1.0,2.63,-0.74,-0.74,23.8,-6.0954982457768,4.7648504406938565,33.51249366417812,41.15725542885218,22.915228182393264,0-1
FF,2025-06-08,98.2,-2.11,5.7,"Skenes, Paul",805249,694973,,called_strike,,,,,8,Otto Kemp strikes out swinging.,R,R,R,PIT,PHI,S,,,0,0,2025,-1.19,1.16,0.05,2.04,,,,0,3,Top,,,,,,,8.626533602598908,-142.5812904347636,-7.1260397009480325,-18.248331768352447,32.21384344796471,-14.89108142839745,3.57,1.56,,,,98.4,2103,6.5,777595,680779,669707,693304,663647,643396,672744,665833,668804,54.02,,,,,,,,17,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,235,0.0,-0.037,,,,0.037,,1,-1,0.617,0.383,23,25,23,26,1,0,5.0,1.0,5.0,1.0,1.21,1.19,1.19,24.7,,,,,,0-0
FF,2025-06-08,97.6,-2.83,5.66,"Skenes, Paul",596146,694973,field_out,hit_into_play,,,,,7,Max Kepler flies out sharply to center fielder Oneil Cruz.,R,L,R,PIT,PHI,X,8.0,fly_ball,1,0,2025,-1.26,1.0,-0.38,2.15,,,,2,2,Top,136.94,48.56,,,,,9.516056430535905,-141.82755110898717,-6.273907079968992,-19.130700048648592,31.25507190564911,-17.357758630211226,3.46,1.66,373.0,101.6,36.0,98.2,2146,6.6,777595,680779,669707,693304,663647,643396,672744,665833,668804,53.9,0.431,0.833,0.0,1.0,0.0,0.0,6.0,11,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,241,0.01,-0.295,76.0,7.9,1.626,0.295,101.6,0,0,0.54,0.46,23,32,23,32,1,0,5.0,1.0,5.0,1.0,1.39,1.26,-1.26,24.0,9.279957036259246,-6.142852945302707,34.48768554125117,39.867064864745494,31.438856271907735,1-0
FF,2025-06-08,99.0,-2.74,5.7,"Skenes, Paul",596146,694973,,ball,,,,,13,Max Kepler flies out sharply to center fielder Oneil Cruz.,R,L,R,PIT,PHI,B,,,0,0,2025,-1.26,1.01,-0.1,1.0,,,,2,2,Top,,,,,,,10.201118842365112,-143.5488838378748,-9.78905758471432,-19.782555239350813,33.615968720159174,-15.971095820443868,3.64,1.73,,,,99.4,2074,6.7,777595,680779,669707,693304,663647,643396,672744,665833,668804,53.76,,,,,,,,11,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,237,0.0,0.04,,,,-0.04,,0,0,0.54,0.46,23,32,23,32,1,0,5.0,1.0,5.0,1.0,1.33,1.26,-1.26,26.3,,,,,,0-0
SI,2025-06-08,98.0,-2.34,5.67,"Skenes, Paul",592206,694973,field_out,hit_into_play,,,,,7,"Nick Castellanos grounds out sharply, shortstop Isiah Kiner-Falefa to first baseman Jared Triolo.",R,R,R,PIT,PHI,X,6.0,ground_ball,0,0,2025,-1.42,0.51,-0.41,2.39,,,,1,2,Top,112.8,153.71,,,,,8.54715957954472,-142.5259617155095,-4.60764282571518,-21.33942934094533,31.03916903775852,-24.324092639408747,3.84,1.86,20.0,104.3,-6.0,98.8,2191,6.7,777595,680779,669707,693304,663647,643396,672744,665833,668804,53.83,0.34,0.331,0.0,1.0,0.0,0.0,2.0,10,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,242,0.017,-0.256,75.3,7.3,0.374,0.256,104.3,0,0,0.523,0.477,23,33,23,33,1,0,5.0,1.0,5.0,1.0,1.85,1.42,1.42,23.4,8.138192821759604,5.828821828676335,43.495163875938225,33.84955150582025,22.738413515766393,0-0
SI,2025-06-08,97.7,-2.24,5.67,"Skenes, Paul",664761,694973,field_out,hit_into_play,,,,,8,"Alec Bohm grounds out, third baseman Ke'Bryan Hayes to first baseman Jared Triolo.",R,R,R,PIT,PHI,X,5.0,ground_ball,1,0,2025,-1.6,0.59,0.03,1.66,,,,0,2,Top,104.93,158.92,,,,,9.83580384807762,-141.8578954633085,-6.713532876030018,-23.812929588671103,30.72660871025523,-22.90004860546858,3.58,1.63,9.0,80.1,-10.0,98.4,2251,6.7,777595,680779,669707,693304,663647,643396,672744,665833,668804,53.81,0.077,0.065,0.0,1.0,0.0,0.0,2.0,9,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,240,0.023,-0.292,72.9,8.0,0.077,0.292,88.0,0,0,0.5,0.5,23,28,23,29,1,0,5.0,1.0,5.0,1.0,1.8,1.6,1.6,23.9,1.9841707045017016,-7.948312980913188,37.56962165700439,37.59993490115181,29.365022651705548,1-0
FF,2025-06-08,97.9,-2.12,5.73,"Skenes, Paul",664761,694973,,ball,,,,,9,"Alec Bohm grounds out, third baseman Ke'Bryan Hayes to first baseman Jared Triolo.",R,R,R,PIT,PHI,B,,,0,0,2025,-1.14,0.76,0.77,1.75,,,,0,2,Top,,,,,,,10.522242119333484,-142.14768566081,-7.061401386537883,-17.79485434618329,30.733149178032814,-20.402583620479064,3.66,1.71,,,,98.9,2104,6.8,777595,680779,669707,693304,663647,643396,672744,665833,668804,53.67,,,,,,,,9,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,237,0.0,0.038,,,,-0.038,,0,0,0.5,0.5,23,28,23,29,1,0,5.0,1.0,5.0,1.0,1.62,1.14,1.14,24.2,,,,,,0-0
SL,2025-06-08,87.1,-2.85,5.49,"Skenes, Paul",656941,694973,strikeout,swinging_strike,,,,,8,Kyle Schwarber strikes out swinging.,R,L,R,PIT,PHI,S,2.0,,2,2,2025,0.05,0.8,0.16,1.57,,,,2,1,Top,,,,,,,7.171122430162811,-126.52999798977532,-4.854396297639183,-1.0450967482965368,27.77602370169855,-22.795402137564704,3.29,1.52,,,,87.2,2245,6.6,777595,680779,669707,693304,663647,643396,672744,665833,668804,53.85,,0.0,0.0,1.0,0.0,0.0,,3,6,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,101,0.01,-0.219,74.6,9.0,,0.219,,0,0,0.537,0.463,23,32,23,32,1,0,5.0,1.0,5.0,1.0,2.24,-0.05,0.05,20.0,29.84908740188317,-41.19191259939966,33.533959445392796,31.11418560922484,51.16820246574058,2-2
FS,2025-06-08,94.3,-2.91,5.62,"Skenes, Paul",656941,694973,,foul,,,,,13,Kyle Schwarber strikes out swinging.,R,L,R,PIT,PHI,S,,,2,2,2025,-1.48,-0.12,-1.04,2.13,,,,2,1,Top,,,,,,,8.183613893606816,-137.2083817893918,-3.1565140195334576,-20.493458483617538,29.03982329677121,-33.24207533572281,3.29,1.52,118.0,80.6,8.0,95.0,1548,6.6,777595,680779,669707,693304,663647,643396,672744,665833,668804,53.89,,,,,,,,3,5,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,250,0.0,0.0,76.6,6.9,,0.0,88.0,0,0,0.537,0.463,23,32,23,32,1,0,5.0,1.0,5.0,1.0,2.68,1.48,-1.48,21.6,1.0508839416631512,28.78676319817317,32.6033023035745,43.35504254357212,15.37863351515702,2-2
FF,2025-06-08,98.9,-2.87,5.6,"Skenes, Paul",656941,694973,,ball,,,,,11,Kyle Schwarber strikes out swinging.,R,L,R,PIT,PHI,B,,,1,2,2025,-1.29,0.89,-1.47,4.74,,,,2,1,Top,,,,,,,6.854984828391178,-143.8449653099449,1.0265524091886171,-19.486394376962135,33.37823000381636,-20.313660546322527,3.4,1.47,,,,99.4,2087,6.6,777595,680779,669707,693304,663647,643396,672744,665833,668804,53.91,,,,,,,,3,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,242,0.0,0.039,,,,-0.039,,0,0,0.537,0.463,23,32,23,32,1,0,5.0,1.0,5.0,1.0,1.45,1.29,-1.29,21.7,,,,,,1-2
CH,2025-06-08,89.1,-2.79,5.51,"Skenes, Paul",656941,694973,,ball,,,,,14,Kyle Schwarber strikes out swinging.,R,L,R,PIT,PHI,B,,,0,2,2025,-1.67,0.25,0.46,0.32,,,,2,1,Top,,,,,,,11.511309841967442,-129.17112797759623,-7.2874348419098975,-21.00566128466126,25.878237575483062,-27.931038353097332,3.4,1.52,,,,89.5,1759,6.6,777595,680779,669707,693304,663647,643396,672744,665833,668804,53.87,,,,,,,,3,3,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,266,0.0,0.023,,,,-0.023,,0,0,0.537,0.463,23,32,23,32,1,0,5.0,1.0,5.0,1.0,2.63,1.67,-1.67,18.7,,,,,,0-2
CH,2025-06-08,88.8,-2.89,5.6,"Skenes, Paul",656941,694973,,swinging_strike,,,,,7,Kyle Schwarber strikes out swinging.,R,L,R,PIT,PHI,S,,,0,1,2025,-1.79,0.09,-0.8,2.04,,,,2,1,Top,,,,,,,8.88892564813361,-129.02335580232668,-2.8265732291427623,-21.81531726020401,27.426504321981856,-30.7270280849089,3.29,1.52,,,,89.1,1579,6.6,777595,680779,669707,693304,663647,643396,672744,665833,668804,53.87,,,,,,,,3,2,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,271,0.0,-0.058,79.1,8.2,,0.058,,0,0,0.537,0.463,23,32,23,32,1,0,5.0,1.0,5.0,1.0,2.81,1.79,-1.79,20.5,21.811627946980646,-17.927933497472935,33.49519514898244,41.57029536803819,42.47422392430039,0-1
FS,2025-06-08,93.3,-2.99,5.7,"Skenes, Paul",656941,694973,,called_strike,,,,,7,Kyle Schwarber strikes out swinging.,R,L,R,PIT,PHI,S,,,0,0,2025,-1.28,-0.31,-0.63,1.86,,,,2,1,Top,,,,,,,8.912982368499577,-135.64329572794037,-3.502106105640632,-17.644284615714835,26.757568429408305,-35.44939355720354,3.43,1.54,,,,93.9,1577,6.5,777595,680779,669707,693304,663647,643396,672744,665833,668804,54.01,,,,,,,,3,1,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,251,0.0,-0.041,,,,0.041,,0,0,0.537,0.463,23,32,23,32,1,0,5.0,1.0,5.0,1.0,2.91,1.28,-1.28,27.3,,,,,,0-0
ST,2025-06-08,84.3,-2.26,5.59,"Skenes, Paul",607208,694973,field_out,hit_into_play,,,,,8,Trea Turner flies out to center fielder Oneil Cruz.,R,R,R,PIT,PHI,X,8.0,fly_ball,0,1,2025,0.89,0.35,-0.2,1.92,,,,1,1,Top,141.56,98.06,,,,,3.032467687388876,-122.68852289347451,-2.8350279707501604,8.34926360576275,25.215344772434023,-28.30575004814192,3.49,1.69,256.0,91.3,47.0,84.3,2248,6.4,777595,680779,669707,693304,663647,643396,672744,665833,668804,54.13,0.006,0.008,0.0,1.0,0.0,0.0,3.0,2,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,89,0.015,-0.219,75.8,7.8,0.012,0.219,91.3,0,0,0.522,0.478,23,32,23,32,1,0,5.0,1.0,5.0,1.0,2.87,-0.89,-0.89,27.7,5.430020756384196,-12.323092553265218,32.16522556184745,34.79700401217952,32.33659891162781,0-1
SI,2025-06-08,98.5,-2.27,5.65,"Skenes, Paul",607208,694973,,foul,,,,,7,Trea Turner flies out to center fielder Oneil Cruz.,R,R,R,PIT,PHI,S,,,0,0,2025,-1.72,0.44,-0.79,1.71,,,,1,1,Top,,,,,,,8.054430170944434,-143.0601699684372,-6.248480801138641,-25.531906354472408,34.57263072442602,-24.78446780341761,3.49,1.69,2.0,74.1,-38.0,98.5,2145,6.5,777595,680779,669707,693304,663647,643396,672744,665833,668804,54.02,,,,,,,,2,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,238,0.0,-0.037,73.7,7.6,,0.037,88.0,0,0,0.522,0.478,23,32,23,32,1,0,5.0,1.0,5.0,1.0,1.93,1.72,1.72,21.6,6.699683068656273,0.0421922642090262,35.66587978986279,28.77359808365938,23.61770105193431,0-0
FF,2025-06-08,98.3,-2.75,5.75,"Skenes, Paul",681082,694973,field_out,hit_into_play,,,,,1,Bryson Stott pops out to third baseman Ke'Bryan Hayes in foul territory.,R,L,R,PIT,PHI,X,5.0,popup,1,0,2025,-1.18,0.87,-0.73,2.84,,,,0,1,Top,83.41,188.17,,,,,8.257124527910156,-142.95933397537652,-4.500094443321716,-18.08703678538092,31.574366492027004,-19.348744879105908,3.31,1.56,140.0,86.5,65.0,99.1,1893,6.6,777595,680779,669707,693304,663647,643396,672744,665833,668804,53.85,0.006,0.007,0.0,1.0,0.0,0.0,3.0,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,241,0.022,-0.292,70.5,7.6,0.01,0.292,88.0,0,0,0.5,0.5,23,27,23,28,1,0,5.0,1.0,5.0,1.0,1.48,1.18,-1.18,27.1,16.61192355336136,2.4936689379257393,30.24638952266797,40.41994606942133,28.980724453529103,1-0
FF,2025-06-08,98.5,-2.84,5.76,"Skenes, Paul",681082,694973,,ball,,,,,11,Bryson Stott pops out to third baseman Ke'Bryan Hayes in foul territory.,R,L,R,PIT,PHI,B,,,0,0,2025,-1.25,0.66,-1.93,2.8,,,,0,1,Top,,,,,,,5.391684512309501,-143.2882277500876,-4.145342009268912,-18.4470186016442,33.772489326736434,-22.282585714643016,3.34,1.59,,,,99.1,1932,6.7,777595,680779,669707,693304,663647,643396,672744,665833,668804,53.81,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,238,0.0,0.038,,,,-0.038,,0,0,0.5,0.5,23,27,23,28,1,0,5.0,1.0,5.0,1.0,1.69,1.25,-1.25,23.7,,,,,,0-0
FF,2025-06-03,97.6,-2.51,5.76,"Skenes, Paul",689200,694973,field_out,hit_into_play,,,,,11,"Jacob Melton grounds out, third baseman Ke'Bryan Hayes to first baseman Spencer Horwitz.",R,L,R,PIT,HOU,X,5.0,ground_ball,1,2,2025,-1.25,0.85,-1.43,2.98,,,,2,8,Top,106.21,167.39,,,,,5.83854438254011,-141.98237551675447,-3.9297888879892846,-18.27650576795362,34.60188913430312,-19.95611391944452,3.49,1.6,4.0,73.3,-35.0,97.8,2087,6.5,777663,680779,687462,693304,663647,643396,672744,665833,668804,53.95,0.06,0.064,0.0,1.0,0.0,0.0,2.0,53,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Strategic,Standard,242,0.012,-0.18,69.6,6.7,0.06,0.18,88.0,-1,1,0.285,0.715,23,24,23,25,3,2,6.0,2.0,5.0,1.0,1.55,1.25,-1.25,25.1,3.988013220742026,28.8064002259145,18.585742684258232,55.18249564268231,8.58100308844223,1-2
FS,2025-06-03,93.5,-2.45,5.83,"Skenes, Paul",689200,694973,,foul,,,,,7,"Jacob Melton grounds out, third baseman Ke'Bryan Hayes to first baseman Spencer Horwitz.",R,L,R,PIT,HOU,S,,,1,1,2025,-1.25,0.07,-0.43,2.12,,,,2,8,Top,,,,,,,7.97779681423296,-135.8694505704626,-3.973671196398647,-17.283040662088712,30.03762845285344,-30.60761725250575,3.49,1.6,1.0,76.2,-58.0,93.7,1434,6.5,777663,680779,687462,693304,663647,643396,672744,665833,668804,54.02,,,,,,,,53,3,Split-Finger,0,1,1,0,1,0,1,0,Standard,Standard,246,0.0,-0.064,73.3,7.7,,0.064,88.0,-1,1,0.285,0.715,23,24,23,25,3,2,6.0,2.0,5.0,1.0,2.55,1.25,-1.25,26.4,14.751511973732525,6.008189013718063,28.021367538115193,44.6385040333725,19.962509171071396,1-1
FS,2025-06-03,94.3,-2.48,5.82,"Skenes, Paul",689200,694973,,ball,,,,,11,"Jacob Melton grounds out, third baseman Ke'Bryan Hayes to first baseman Spencer Horwitz.",R,L,R,PIT,HOU,B,,,0,1,2025,-1.22,0.55,-1.05,2.56,,,,2,8,Top,,,,,,,6.451595686175456,-137.2391015591122,-4.013258189703063,-16.910826974833775,30.59666627260031,-24.49012833851064,3.48,1.6,,,,94.7,1631,6.5,777663,680779,687462,693304,663647,643396,672744,665833,668804,54.0,,,,,,,,53,2,Split-Finger,0,1,1,0,1,0,1,0,Standard,Standard,249,0.0,0.029,,,,-0.029,,-1,1,0.285,0.715,23,24,23,25,3,2,6.0,2.0,5.0,1.0,2.01,1.22,-1.22,25.2,,,,,,0-1
CU,2025-06-03,83.1,-2.63,5.77,"Skenes, Paul",689200,694973,,called_strike,,,,,8,"Jacob Melton grounds out, third baseman Ke'Bryan Hayes to first baseman Spencer Horwitz.",R,L,R,PIT,HOU,S,,,0,0,2025,0.4,-0.04,0.18,1.45,,,,2,8,Top,,,,,,,5.6700008884365545,-121.0100195216027,-3.3962414179360976,2.899171374391176,22.68729218034184,-32.15708553778277,3.49,1.55,,,,83.3,2313,6.3,777663,680779,687462,693304,663647,643396,672744,665833,668804,54.18,,,,,,,,53,1,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,77,0.0,-0.041,,,,0.041,,-1,1,0.285,0.715,23,24,23,25,3,2,6.0,2.0,5.0,1.0,3.33,-0.4,0.4,28.6,,,,,,0-0
ST,2025-06-03,86.4,-2.15,5.76,"Skenes, Paul",701358,694973,strikeout,swinging_strike,,,,,6,Cam Smith strikes out swinging.,R,R,R,PIT,HOU,S,2.0,,2,2,2025,0.6,0.39,0.51,2.38,,,,1,8,Top,,,,,,,5.119606724308058,-125.77064284415567,-2.5935739874060486,5.264712697319188,27.257144059813506,-27.72184508300278,3.41,1.58,,,,86.6,2279,6.6,777663,680779,687462,693304,663647,643396,672744,665833,668804,53.94,,0.0,0.0,1.0,0.0,0.0,,52,5,Sweeper,0,1,1,0,1,0,1,0,Standard,Standard,97,0.016,-0.225,77.2,8.8,,0.225,,-1,1,0.269,0.731,23,22,23,22,3,2,6.0,2.0,5.0,1.0,2.68,-0.6,-0.6,28.5,27.430473821058943,-33.815627745833424,32.15792581717728,42.67385291281731,49.65111377409957,2-2
ST,2025-06-03,86.6,-2.03,5.73,"Skenes, Paul",701358,694973,,ball,,,,,14,Cam Smith strikes out swinging.,R,R,R,PIT,HOU,B,,,1,2,2025,0.61,0.33,0.46,1.22,,,,1,8,Top,,,,,,,4.728502558962975,-125.92255258447148,-5.216643158882845,5.389970907867825,27.19346085493467,-27.72820045223603,3.41,1.58,,,,86.7,2326,6.6,777663,680779,687462,693304,663647,643396,672744,665833,668804,53.94,,,,,,,,52,4,Sweeper,0,1,1,0,1,0,1,0,Standard,Standard,94,0.0,0.043,,,,-0.043,,-1,1,0.269,0.731,23,22,23,22,3,2,6.0,2.0,5.0,1.0,2.73,-0.61,-0.61,29.8,,,,,,1-2
SL,2025-06-03,86.9,-2.12,5.71,"Skenes, Paul",701358,694973,,ball,,,,,14,Cam Smith strikes out swinging.,R,R,R,PIT,HOU,B,,,0,2,2025,0.43,0.43,2.32,1.12,,,,1,8,Top,,,,,,,9.778219066942784,-126.0605171298819,-5.65416350336992,2.4798580760939717,26.70394245590124,-26.55181279557331,3.41,1.44,,,,86.9,2253,6.5,777663,680779,687462,693304,663647,643396,672744,665833,668804,53.96,,,,,,,,52,3,Slider,0,1,1,0,1,0,1,0,Standard,Standard,98,0.0,0.02,,,,-0.02,,-1,1,0.269,0.731,23,22,23,22,3,2,6.0,2.0,5.0,1.0,2.62,-0.43,-0.43,27.4,,,,,,0-2
SI,2025-06-03,97.8,-2.06,5.8,"Skenes, Paul",701358,694973,,swinging_strike,,,,,7,Cam Smith strikes out swinging.,R,R,R,PIT,HOU,S,,,0,1,2025,-1.45,0.41,-0.82,1.49,,,,1,8,Top,,,,,,,6.728945936449804,-142.17179842493726,-7.1199468316647225,-21.22323842589371,31.520445346251357,-25.228131238691223,3.41,1.58,,,,98.4,1950,6.6,777663,680779,687462,693304,663647,643396,672744,665833,668804,53.91,,,,,,,,52,2,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,238,0.0,-0.057,80.4,7.2,,0.057,,-1,1,0.269,0.731,23,22,23,22,3,2,6.0,2.0,5.0,1.0,1.97,1.45,1.45,32.6,-1.730565162106653,3.6425131939613977,48.190045076653426,27.308943343750663,21.78408591335337,0-1
SI,2025-06-03,99.0,-1.96,5.7,"Skenes, Paul",701358,694973,,called_strike,,,,,7,Cam Smith strikes out swinging.,R,R,R,PIT,HOU,S,,,0,0,2025,-1.65,0.39,-0.4,1.65,,,,1,8,Top,,,,,,,8.144334505676767,-143.8147599320359,-6.569395897144339,-24.81604506710751,32.80421978858876,-25.385037581738366,3.41,1.54,,,,99.4,2125,6.6,777663,680779,687462,693304,663647,643396,672744,665833,668804,53.93,,,,,,,,52,1,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,239,0.0,-0.037,,,,0.037,,-1,1,0.269,0.731,23,22,23,22,3,2,6.0,2.0,5.0,1.0,1.94,1.65,1.65,27.0,,,,,,0-0
SI,2025-06-03,99.4,-2.0,5.75,"Skenes, Paul",676694,694973,strikeout,swinging_strike,,,,,7,Jake Meyers strikes out swinging.,R,R,R,PIT,HOU,S,2.0,,2,2,2025,-1.5,0.44,-0.46,1.66,,,,0,8,Top,,,,,,,7.750269887132778,-144.3972332392784,-6.855325662373218,-22.81737234165148,33.39189495267822,-24.5263332784783,3.43,1.63,,,,99.6,2194,6.5,777663,680779,687462,693304,663647,643396,672744,665833,668804,54.05,,0.0,0.0,1.0,0.0,0.0,,51,5,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,235,0.022,-0.227,72.0,6.6,,0.227,,-1,1,0.247,0.753,23,29,23,29,3,2,6.0,3.0,5.0,1.0,1.87,1.5,1.5,30.6,-8.149794823697246,16.35105556156885,40.03374769652339,32.10436318865359,15.018457443766724,2-2
CH,2025-06-03,89.4,-2.31,5.72,"Skenes, Paul",676694,694973,,ball,,,,,13,Jake Meyers strikes out swinging.,R,R,R,PIT,HOU,B,,,1,2,2025,-1.03,0.82,-0.38,1.04,,,,0,8,Top,,,,,,,6.9815338448857425,-129.83688424342978,-7.288466412393028,-13.136636678634048,27.084128787580976,-21.5146573841378,3.43,1.63,,,,90.0,1777,6.7,777663,680779,687462,693304,663647,643396,672744,665833,668804,53.77,,,,,,,,51,4,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,256,0.0,0.04,,,,-0.04,,-1,1,0.247,0.753,23,29,23,29,3,2,6.0,3.0,5.0,1.0,2.04,1.03,1.03,25.2,,,,,,1-2
