pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,count
CH,2025-06-27,92.4,-0.57,5.29,"Jax, Griffin",682985,643377,,swinging_strike,,,,,8,Riley Greene strikes out swinging.,R,L,R,DET,MIN,S,,,2,1,2025,-0.86,0.49,0.05,1.92,650402.0,,656716.0,1,8,Bot,,,,,,,3.4539501435873667,-134.4940444643844,-3.810036589433475,-11.164906604775178,30.422542949059473,-25.63413284842843,3.56,1.69,,,,92.3,1716,6.3,777334,543877,664034,665019,686797,621043,664056,621439,650489,54.18,,,,,,,,66,4,Changeup,1,4,1,4,4,1,1,4,Infield shade,Standard,229,0.032,-0.074,77.2,8.5,,0.074,,-3,-3,0.149,0.149,30,24,31,25,1,3,2.0,1.0,5.0,1.0,2.19,0.86,-0.86,40.7,35.17392330214878,-21.350152275115693,42.00129876106093,34.503460705678435,46.77101939666725,2-1
ST,2025-06-27,88.5,-0.59,5.25,"Jax, Griffin",682985,643377,,ball,,,,,14,Riley Greene strikes out swinging.,R,L,R,DET,MIN,B,,,1,1,2025,1.37,-0.32,1.52,0.84,650402.0,,656716.0,1,8,Bot,,,,,,,2.2939735389469114,-129.00450842541835,-4.092682364577506,14.960348127944895,25.27165804992836,-35.15879899928995,3.57,1.73,,,,88.8,3240,6.3,777334,543877,664034,665019,686797,621043,664056,621439,650489,54.22,,,,,,,,66,3,Sweeper,1,4,1,4,4,1,1,4,Infield shade,Standard,40,0.0,0.024,,,,-0.024,,-3,-3,0.149,0.149,30,24,31,25,1,3,2.0,1.0,5.0,1.0,3.21,-1.37,1.37,37.3,,,,,,1-1
ST,2025-06-27,87.9,-0.83,5.23,"Jax, Griffin",682985,643377,,swinging_strike,,,,,14,Riley Greene strikes out swinging.,R,L,R,DET,MIN,S,,,1,0,2025,1.46,-0.39,0.68,0.99,650402.0,,656716.0,1,8,Bot,,,,,,,0.6364733069459956,-128.09982545180566,-3.392651062719553,15.952768853715348,25.895608162348115,-35.975381029480275,3.56,1.69,,,,88.2,3228,6.4,777334,543877,664034,665019,686797,621043,664056,621439,650489,54.14,,,,,,,,66,2,Sweeper,1,4,1,4,4,1,1,4,Infield shade,Standard,41,0.0,-0.062,,,,0.062,,-3,-3,0.149,0.149,30,24,31,25,1,3,2.0,1.0,5.0,1.0,3.32,-1.46,1.46,37.9,,,,,,1-0
CH,2025-06-27,93.0,-0.62,5.37,"Jax, Griffin",682985,643377,,ball,,,,,11,Riley Greene strikes out swinging.,R,L,R,DET,MIN,B,,,0,0,2025,-1.16,0.36,-1.26,3.01,650402.0,,656716.0,1,8,Bot,,,,,,,0.8889599666687265,-135.58275083425949,-1.1093928998685485,-14.494260988230897,28.180647093078292,-27.65689580562388,3.57,1.76,,,,93.5,1714,6.4,777334,543877,664034,665019,686797,621043,664056,621439,650489,54.12,,,,,,,,66,1,Changeup,1,4,1,4,4,1,1,4,Infield shade,Standard,235,0.0,0.024,,,,-0.024,,-3,-3,0.149,0.149,30,24,31,25,1,3,2.0,1.0,5.0,1.0,2.25,1.16,-1.16,39.7,,,,,,0-0
FF,2025-06-27,96.9,-0.41,5.37,"Jax, Griffin",656716,643377,single,hit_into_play,,,,,9,Zach McKinstry singles on a line drive to right fielder Willi Castro. Gleyber Torres to 3rd.,R,L,R,DET,MIN,X,9.0,line_drive,0,0,2025,-0.26,1.43,0.37,2.03,,,650402.0,1,8,Bot,159.0,92.17,,,,,2.681114725884424,-141.06471832918086,-6.677628850952811,-4.030226869282797,32.3066234653591,-11.771776652367553,3.35,1.54,222.0,83.0,19.0,97.1,2513,6.4,777334,543877,664034,665019,686797,621043,664056,621439,650489,54.1,0.923,0.848,0.9,1.0,1.0,0.0,4.0,65,1,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shade,Standard,213,0.065,0.405,69.3,7.1,1.032,-0.405,88.0,-3,-3,0.084,0.084,30,30,31,30,1,0,2.0,1.0,5.0,1.0,1.0,0.26,-0.26,41.9,10.560698082245654,5.338620570181906,42.883114164621546,31.55229382186448,24.73536942689404,0-0
CH,2025-06-27,92.5,-0.61,5.39,"Jax, Griffin",650402,643377,single,hit_into_play,,,,,7,Gleyber Torres singles on a line drive to center fielder Byron Buxton. Colt Keith scores.,R,R,R,DET,MIN,X,8.0,line_drive,3,2,2025,-1.03,0.22,-0.57,1.88,690993.0,,,1,8,Bot,122.68,106.44,,,,,2.366645909677107,-134.70560132978565,-3.662023371100147,-13.098923784694623,27.499608312940374,-28.988416632713243,3.24,1.51,182.0,79.0,15.0,93.1,1595,6.5,777334,543877,664034,665019,686797,621043,664056,621439,650489,54.01,0.8,0.733,0.9,1.0,1.0,0.0,4.0,64,6,Changeup,0,4,0,4,4,1,1,4,Standard,Standard,230,0.033,0.482,70.2,6.8,0.881,-0.482,88.0,-4,-4,0.051,0.051,30,28,31,29,1,3,2.0,1.0,5.0,1.0,2.43,1.03,1.03,46.8,-3.3901773285655463,7.681752995252318,36.27451754073875,27.32925959478343,29.616573813114528,3-2
ST,2025-06-27,87.9,-0.51,5.17,"Jax, Griffin",650402,643377,,blocked_ball,,,,,14,Gleyber Torres singles on a line drive to center fielder Byron Buxton. Colt Keith scores.,R,R,R,DET,MIN,B,,,2,2,2025,1.32,-0.15,2.36,-0.42,690993.0,,,1,8,Bot,,,,,,,4.217877772777083,-127.80365902308236,-7.142683568003525,13.610624096124406,26.196184690305923,-32.506837669110105,3.18,1.53,,,,88.1,3253,6.4,777334,543877,664034,665019,686797,621043,664056,621439,650489,54.05,,,,,,,,64,5,Sweeper,0,4,0,4,4,0,0,4,Standard,Standard,35,0.0,0.075,,,,-0.075,,-4,-4,0.051,0.051,30,28,31,29,1,3,2.0,1.0,5.0,1.0,3.1,-1.32,-1.32,43.5,,,,,,2-2
ST,2025-06-27,88.8,-0.72,5.12,"Jax, Griffin",650402,643377,,ball,,,,,14,Gleyber Torres singles on a line drive to center fielder Byron Buxton. Colt Keith scores.,R,R,R,DET,MIN,B,,,1,2,2025,1.47,-0.31,1.75,1.0,690993.0,,,1,8,Bot,,,,,,,2.978609838101317,-129.3006750269433,-3.4093537056503225,15.83984076547807,26.630553775673903,-35.10793769169369,3.26,1.45,,,,89.0,3189,6.4,777334,543877,664034,665019,686797,621043,664056,621439,650489,54.13,,,,,,,,64,4,Sweeper,0,4,0,4,4,0,0,4,Standard,Standard,45,0.0,0.026,,,,-0.026,,-4,-4,0.051,0.051,30,28,31,29,1,3,2.0,1.0,5.0,1.0,3.19,-1.47,-1.47,37.3,,,,,,1-2
CH,2025-06-27,92.5,-0.39,5.41,"Jax, Griffin",650402,643377,,foul,,,,,8,Gleyber Torres singles on a line drive to center fielder Byron Buxton. Colt Keith scores.,R,R,R,DET,MIN,S,,,1,1,2025,-1.27,0.48,0.17,1.58,690993.0,,,1,8,Bot,,,,,,,4.206763529467779,-134.6488703768694,-5.092719953882959,-16.395972306070213,26.67933667719896,-25.420565782279017,3.24,1.51,,,,93.3,1785,6.5,777334,543877,664034,665019,686797,621043,664056,621439,650489,53.97,,,,,,,,64,3,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,232,0.0,-0.114,70.0,7.8,,0.114,,-4,-4,0.051,0.051,30,28,31,29,1,3,2.0,1.0,5.0,1.0,2.16,1.27,1.27,47.6,12.14524089212206,2.403826157731741,33.34587849638636,36.84908950376168,32.166383698104724,1-1
FC,2025-06-27,93.4,-0.49,5.26,"Jax, Griffin",650402,643377,,ball,,,,,14,Gleyber Torres singles on a line drive to center fielder Byron Buxton. Colt Keith scores.,R,R,R,DET,MIN,B,,,0,1,2025,0.04,0.54,2.0,0.93,690993.0,,,1,8,Bot,,,,,,,6.343618364223708,-136.03806379190704,-6.745236830158718,-0.5957535143068567,23.28089604274746,-24.32938185832555,3.3,1.5,,,,94.5,2709,6.4,777334,543877,664034,665019,686797,621043,664056,621439,650489,54.1,,,,,,,,64,2,Cutter,0,4,0,4,4,0,0,4,Standard,Standard,198,0.0,0.025,,,,-0.025,,-4,-4,0.051,0.051,30,28,31,29,1,3,2.0,1.0,5.0,1.0,2.02,-0.04,-0.04,42.0,,,,,,0-1
ST,2025-06-27,87.8,-0.72,5.2,"Jax, Griffin",650402,643377,,called_strike,,,,,9,Gleyber Torres singles on a line drive to center fielder Byron Buxton. Colt Keith scores.,R,R,R,DET,MIN,S,,,0,0,2025,1.33,-0.34,0.62,1.87,690993.0,,,1,8,Bot,,,,,,,0.5052727622556888,-127.96194798002504,-1.3004932056041127,14.597818769693433,24.264684212568607,-35.86274286480136,3.31,1.59,,,,88.5,2947,6.5,777334,543877,664034,665019,686797,621043,664056,621439,650489,54.04,,,,,,,,64,1,Sweeper,0,4,0,4,4,0,0,4,Standard,Standard,45,0.0,-0.049,,,,0.049,,-4,-4,0.051,0.051,30,28,31,29,1,3,2.0,1.0,5.0,1.0,3.27,-1.33,-1.33,37.5,,,,,,0-0
FF,2025-06-27,95.8,-0.56,5.34,"Jax, Griffin",690993,643377,triple,hit_into_play,,,,,9,Colt Keith triples (2) on a sharp line drive to right fielder Willi Castro.,R,L,R,DET,MIN,X,9.0,line_drive,1,0,2025,-0.12,1.34,0.41,2.05,,,,1,8,Bot,207.63,111.69,,,,,2.84310320420264,-139.4351531496107,-6.157151336618864,-2.213054594762261,28.872880676785837,-13.529624580138696,3.27,1.52,152.0,103.3,9.0,96.3,2620,6.4,777334,543877,664034,665019,686797,621043,664056,621439,650489,54.09,0.749,0.711,1.6,1.0,1.0,2.0,4.0,63,2,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shade,Standard,202,0.026,1.049,73.4,7.5,0.889,-1.049,103.3,-4,-4,0.025,0.025,30,23,31,24,1,3,2.0,2.0,5.0,1.0,1.13,0.12,-0.12,39.0,19.031867233898826,-6.93299378315046,39.49076389774308,33.19941476325923,30.20559489901523,1-0
FF,2025-06-27,96.7,-0.7,5.37,"Jax, Griffin",690993,643377,,ball,,,,,14,Colt Keith triples (2) on a sharp line drive to right fielder Willi Castro.,R,L,R,DET,MIN,B,,,0,0,2025,-0.25,1.12,0.06,1.31,,,,1,8,Bot,,,,,,,2.598265862664053,-140.74357400221436,-7.849425950634493,-3.8406685815402737,29.77464985607408,-15.762737680342097,3.31,1.69,,,,97.0,2531,6.3,777334,543877,664034,665019,686797,621043,664056,621439,650489,54.19,,,,,,,,63,1,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shade,Standard,212,0.0,0.039,,,,-0.039,,-4,-4,0.025,0.025,30,23,31,24,1,3,2.0,2.0,5.0,1.0,1.3,0.25,-0.25,41.3,,,,,,0-0
ST,2025-06-27,88.1,-0.64,5.22,"Jax, Griffin",595879,643377,strikeout,swinging_strike,,,,,14,Javier Báez strikes out swinging.,R,R,R,DET,MIN,S,2.0,,1,2,2025,1.21,-0.35,2.12,1.29,,,,0,8,Bot,,,,,,,4.184922258625866,-128.26723160500634,-2.6902974350076674,12.393045964733584,27.81319123734574,-35.668920843537414,3.46,1.65,,,,88.1,3156,6.3,777334,543877,664034,665019,686797,621043,664056,621439,650489,54.15,,0.0,0.0,1.0,0.0,0.0,,62,4,Sweeper,0,4,0,4,4,0,0,4,Standard,Standard,38,-0.014,-0.186,68.8,9.0,,0.186,,-4,-4,0.039,0.039,30,32,31,33,1,2,2.0,1.0,5.0,2.0,3.3,-1.21,-1.21,37.2,20.00686710463116,-19.97344301033114,25.96293883715538,61.900137279884945,38.89760300544861,1-2
CH,2025-06-27,90.7,-0.54,5.44,"Jax, Griffin",595879,643377,,foul,,,,,11,Javier Báez strikes out swinging.,R,R,R,DET,MIN,S,,,1,1,2025,-1.16,0.18,-1.01,2.96,,,,0,8,Bot,,,,,,,1.3053936456207298,-132.33757125960557,-0.8054981518394018,-14.026722567912028,23.061731590488815,-30.01634261718075,3.46,1.65,5.0,69.7,-29.0,91.5,1749,6.2,777334,543877,664034,665019,686797,621043,664056,621439,650489,54.27,,,,,,,,62,3,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,230,0.0,-0.056,71.5,7.8,,0.056,88.0,-4,-4,0.039,0.039,30,32,31,33,1,2,2.0,1.0,5.0,2.0,2.53,1.16,1.16,44.7,13.18105015106798,-4.385563157407744,32.270436002779256,25.865878686500203,21.101450508736903,1-1
CH,2025-06-27,91.2,-0.47,5.43,"Jax, Griffin",595879,643377,,ball,,,,,13,Javier Báez strikes out swinging.,R,R,R,DET,MIN,B,,,0,1,2025,-1.17,0.22,-0.41,0.83,,,,0,8,Bot,,,,,,,2.656437127414512,-132.8473066143936,-6.275394226613114,-14.511257930032508,23.93242218450812,-28.52939824632248,3.48,1.7,,,,92.0,1856,6.3,777334,543877,664034,665019,686797,621043,664056,621439,650489,54.15,,,,,,,,62,2,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,227,0.0,0.025,,,,-0.025,,-4,-4,0.039,0.039,30,32,31,33,1,2,2.0,1.0,5.0,2.0,2.48,1.17,1.17,48.4,,,,,,0-1
SI,2025-06-27,96.1,-0.66,5.37,"Jax, Griffin",595879,643377,,called_strike,,,,,6,Javier Báez strikes out swinging.,R,R,R,DET,MIN,S,,,0,0,2025,-0.99,0.72,0.41,2.6,,,,0,8,Bot,,,,,,,5.080590400875643,-140.04323700886405,-3.519379540551623,-14.119461556463492,25.125624605150943,-22.033474826265707,3.39,1.7,,,,97.1,2408,6.3,777334,543877,664034,665019,686797,621043,664056,621439,650489,54.19,,,,,,,,62,1,Sinker,0,4,0,4,4,0,0,4,Standard,Standard,213,0.0,-0.037,,,,0.037,,-4,-4,0.039,0.039,30,32,31,33,1,2,2.0,1.0,5.0,2.0,1.7,0.99,0.99,42.5,,,,,,0-0
ST,2025-06-25,87.4,-0.55,5.49,"Jax, Griffin",677594,643377,field_out,hit_into_play,,,,,14,"Julio Rodríguez grounds out, shortstop Carlos Correa to first baseman Ty France.",R,R,R,MIN,SEA,X,6.0,ground_ball,1,2,2025,1.24,-0.24,1.4,1.85,,,,2,8,Top,113.15,159.51,,,,,2.1460015109339845,-127.2591517458651,-2.1025195057468804,12.891124057015864,28.142146634920874,-34.56401090272191,3.43,1.52,4.0,71.4,-29.0,87.4,3164,6.4,777363,543877,664034,665019,650489,621043,664056,621439,663616,54.06,0.051,0.063,0.0,1.0,0.0,0.0,2.0,55,4,Sweeper,2,0,0,2,0,2,0,2,Standard,Standard,44,0.013,-0.18,65.3,7.9,0.056,0.18,88.0,2,-2,0.929,0.071,30,24,31,25,1,3,1.0,1.0,2.0,1.0,3.24,-1.24,-1.24,44.4,2.8513608545089717,4.543708049428643,24.746460442652342,52.47550777318611,30.88256098521574,1-2
ST,2025-06-25,86.5,-0.65,5.48,"Jax, Griffin",677594,643377,,called_strike,,,,,7,"Julio Rodríguez grounds out, shortstop Carlos Correa to first baseman Ty France.",R,R,R,MIN,SEA,S,,,1,1,2025,1.31,-0.39,-0.57,2.04,,,,2,8,Top,,,,,,,-2.493855786701296,-125.94318619169142,-1.136530696002221,14.351392743567388,28.892991505987712,-36.21812074101139,3.39,1.43,,,,86.3,3155,6.4,777363,543877,664034,665019,650489,621043,664056,621439,663616,54.08,,,,,,,,55,3,Sweeper,2,0,0,2,0,2,0,2,Standard,Standard,47,0.0,-0.064,,,,0.064,,2,-2,0.929,0.071,30,24,31,25,1,3,1.0,1.0,2.0,1.0,3.46,-1.31,-1.31,39.0,,,,,,1-1
FF,2025-06-25,97.0,-0.47,5.5,"Jax, Griffin",677594,643377,,ball,,,,,12,"Julio Rodríguez grounds out, shortstop Carlos Correa to first baseman Ty France.",R,R,R,MIN,SEA,B,,,0,1,2025,-0.27,1.47,2.23,2.52,,,,2,8,Top,,,,,,,7.858519969496998,-141.02879680807823,-5.791536835125149,-5.371729454438647,31.403926597882972,-11.447245841950853,3.43,1.42,,,,97.2,2594,6.4,777363,543877,664034,665019,650489,621043,664056,621439,663616,54.08,,,,,,,,55,2,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,201,0.0,0.029,,,,-0.029,,2,-2,0.929,0.071,30,24,31,25,1,3,1.0,1.0,2.0,1.0,0.96,0.27,0.27,40.6,,,,,,0-1
ST,2025-06-25,87.7,-0.8,5.45,"Jax, Griffin",677594,643377,,called_strike,,,,,9,"Julio Rodríguez grounds out, shortstop Carlos Correa to first baseman Ty France.",R,R,R,MIN,SEA,S,,,0,0,2025,1.61,-0.45,0.32,1.61,,,,2,8,Top,,,,,,,-0.6352790474337413,-127.64183456079684,-2.1648719833458396,17.605992650634263,29.919921119231653,-36.76395040814793,3.43,1.54,,,,87.2,3150,6.3,777363,543877,664034,665019,650489,621043,664056,621439,663616,54.22,,,,,,,,55,1,Sweeper,2,0,0,2,0,2,0,2,Standard,Standard,39,0.0,-0.041,,,,0.041,,2,-2,0.929,0.071,30,24,31,25,1,3,1.0,1.0,2.0,1.0,3.45,-1.61,-1.61,40.0,,,,,,0-0
ST,2025-06-25,85.9,-0.57,5.54,"Jax, Griffin",641487,643377,strikeout,swinging_strike_blocked,,,,,14,J.P. Crawford strikes out swinging.,R,L,R,MIN,SEA,S,2.0,,1,2,2025,1.59,-0.86,0.57,0.46,,,,1,8,Top,,,,,,,-0.5088948998107083,-125.04809639138958,-3.948635565151001,16.57543942691284,29.01870209106489,-40.47501556899259,3.31,1.56,,,,85.7,3227,6.5,777363,543877,664034,665019,650489,621043,664056,621439,663616,54.04,,0.0,0.0,1.0,0.0,0.0,,54,4,Sweeper,2,0,0,2,0,2,0,2,Infield shade,Standard,39,0.023,-0.182,58.2,8.1,,0.182,,2,-2,0.906,0.094,30,30,31,30,1,3,1.0,1.0,2.0,1.0,3.99,-1.59,1.59,41.3,8.03347927396485,-8.656746634085533,42.492909521276765,29.77176755564091,37.35211805953061,1-2
FC,2025-06-25,93.8,-0.73,5.52,"Jax, Griffin",641487,643377,,swinging_strike,,,,,14,J.P. Crawford strikes out swinging.,R,L,R,MIN,SEA,S,,,1,1,2025,0.36,0.6,0.75,1.23,,,,1,8,Top,,,,,,,3.0479548629394926,-136.6168117379073,-6.748955820584299,3.8597866995659422,28.386922965435964,-23.40927798791404,3.31,1.56,,,,94.3,2616,6.4,777363,543877,664034,665019,650489,621043,664056,621439,663616,54.1,,,,,,,,54,3,Cutter,2,0,0,2,0,2,0,2,Infield shade,Standard,199,0.0,-0.061,76.9,7.9,,0.061,,2,-2,0.906,0.094,30,30,31,30,1,3,1.0,1.0,2.0,1.0,1.97,-0.36,0.36,40.4,15.584137664573031,-7.293199358822425,44.1636002086344,27.217565742934177,41.56226177992279,1-1
ST,2025-06-25,86.2,-0.92,5.47,"Jax, Griffin",641487,643377,,called_strike,,,,,6,J.P. Crawford strikes out swinging.,R,L,R,MIN,SEA,S,,,1,0,2025,1.7,-0.49,0.43,2.61,,,,1,8,Top,,,,,,,-0.2461211283098356,-125.529701092753,0.4888288832445817,17.8607708179288,28.335967850562152,-37.679146335839334,3.31,1.53,,,,85.7,3203,6.2,777363,543877,664034,665019,650489,621043,664056,621439,663616,54.32,,,,,,,,54,2,Sweeper,2,0,0,2,0,2,0,2,Infield shade,Standard,49,0.0,-0.051,,,,0.051,,2,-2,0.906,0.094,30,30,31,30,1,3,1.0,1.0,2.0,1.0,3.58,-1.7,1.7,43.6,,,,,,1-0
ST,2025-06-25,87.1,-0.88,5.48,"Jax, Griffin",641487,643377,,ball,,,,,14,J.P. Crawford strikes out swinging.,R,L,R,MIN,SEA,B,,,0,0,2025,1.41,-0.18,0.48,1.28,,,,1,8,Top,,,,,,,0.3538772733811919,-126.8814899492662,-3.512441154576201,15.129503918124676,26.90698377655829,-33.643173911167004,3.4,1.72,,,,87.0,3166,6.2,777363,543877,664034,665019,650489,621043,664056,621439,663616,54.28,,,,,,,,54,1,Sweeper,2,0,0,2,0,2,0,2,Infield shade,Standard,43,0.0,0.039,,,,-0.039,,2,-2,0.906,0.094,30,30,31,30,1,3,1.0,1.0,2.0,1.0,3.19,-1.41,1.41,35.9,,,,,,0-0
FF,2025-06-25,96.3,-0.75,5.53,"Jax, Griffin",670156,643377,field_out,hit_into_play,,,,,5,"Miles Mastrobuoni grounds out, pitcher Griffin Jax to first baseman Ty France.",R,L,R,MIN,SEA,X,1.0,ground_ball,0,0,2025,-0.46,1.48,-0.26,2.5,,,,0,8,Top,128.28,180.69,,,,,2.377313466265945,-140.1642500743282,-5.819590735215851,-6.645553657612844,33.416026908559374,-11.595867052094151,3.14,1.39,6.0,91.9,-20.0,96.3,2529,6.4,777363,543877,664034,665019,650489,621043,664056,621439,663616,54.11,0.123,0.129,0.0,1.0,0.0,0.0,2.0,53,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shade,Standard,206,0.036,-0.254,64.8,6.1,0.141,0.254,91.9,2,-2,0.87,0.13,30,29,31,30,1,2,1.0,3.0,2.0,1.0,0.99,0.46,-0.46,41.9,0.0665282753538014,10.814802970123232,29.981300907864856,38.266416679002006,23.513328504677105,0-0
ST,2025-06-24,88.4,-0.59,5.45,"Jax, Griffin",663728,643377,strikeout,swinging_strike,,,,,14,Cal Raleigh strikes out swinging.,R,L,R,MIN,SEA,S,2.0,,3,2,2025,1.26,-0.21,0.58,1.27,,,,2,7,Top,,,,,,,0.242001221057706,-128.75773634719306,-3.714355355529379,13.987202380542309,25.7610613201422,-33.92445639355397,3.67,1.7,,,,88.8,3008,6.4,777375,680777,664034,650489,686797,621043,664056,621439,670242,54.1,,0.0,0.0,1.0,0.0,0.0,,56,6,Sweeper,5,5,5,5,5,5,5,5,Infield shade,Standard,45,0.019,-0.325,76.6,8.2,,0.325,,0,0,0.567,0.433,30,28,31,29,1,3,2.0,1.0,1.0,1.0,3.11,-1.26,1.26,43.4,16.005381128900684,-7.932594450322247,41.5029981400483,26.396338046476263,33.48606877172652,3-2
ST,2025-06-24,87.2,-0.65,5.45,"Jax, Griffin",663728,643377,,ball,,,,,11,Cal Raleigh strikes out swinging.,R,L,R,MIN,SEA,B,,,2,2,2025,1.04,-0.65,-0.93,2.82,,,,2,7,Top,,,,,,,-2.800675272367089,-127.03500218423464,1.1388500215371846,11.853816091180798,25.924075110182027,-39.672758891320505,3.6,1.77,,,,87.3,3152,6.3,777375,680777,664034,650489,686797,621043,664056,621439,670242,54.24,,,,,,,,56,5,Sweeper,5,5,5,5,5,5,5,5,Infield shade,Standard,49,0.0,0.106,,,,-0.106,,0,0,0.567,0.433,30,28,31,29,1,3,2.0,1.0,1.0,1.0,3.64,-1.04,1.04,38.8,,,,,,2-2
CH,2025-06-24,93.2,-0.55,5.51,"Jax, Griffin",663728,643377,,called_strike,,,,,6,Cal Raleigh strikes out swinging.,R,L,R,MIN,SEA,S,,,2,1,2025,-1.15,0.27,0.56,2.39,,,,2,7,Top,,,,,,,5.400239925839411,-135.7912422099644,-2.9302664233931432,-15.377959826439987,26.69470600029181,-28.40992433685941,3.69,1.79,,,,94.1,1831,6.5,777375,680777,664034,650489,686797,621043,664056,621439,670242,53.99,,,,,,,,56,4,Changeup,5,5,5,5,5,5,5,5,Infield shade,Standard,232,0.0,-0.084,,,,0.084,,0,0,0.567,0.433,30,28,31,29,1,3,2.0,1.0,1.0,1.0,2.33,1.15,-1.15,43.1,,,,,,2-1
ST,2025-06-24,87.7,-0.69,5.39,"Jax, Griffin",663728,643377,,ball,,,,,14,Cal Raleigh strikes out swinging.,R,L,R,MIN,SEA,B,,,1,1,2025,1.37,-0.13,0.59,1.11,,,,2,7,Top,,,,,,,0.2520752782903833,-127.77280687402816,-4.000066163751459,15.025719763053932,25.903727875949716,-32.962224093519765,3.71,1.78,,,,87.9,3053,6.3,777375,680777,664034,650489,686797,621043,664056,621439,670242,54.16,,,,,,,,56,3,Sweeper,5,5,5,5,5,5,5,5,Infield shade,Standard,42,0.0,0.058,,,,-0.058,,0,0,0.567,0.433,30,28,31,29,1,3,2.0,1.0,1.0,1.0,3.08,-1.37,1.37,39.7,,,,,,1-1
ST,2025-06-24,88.4,-0.63,5.42,"Jax, Griffin",663728,643377,,swinging_strike,,,,,14,Cal Raleigh strikes out swinging.,R,L,R,MIN,SEA,S,,,1,0,2025,1.29,0.02,0.68,1.2,,,,2,7,Top,,,,,,,0.5000001879901675,-128.75948832170772,-4.277121345002383,14.220611969875756,27.18857031774989,-31.291061193837734,3.67,1.7,,,,88.7,3015,6.5,777375,680777,664034,650489,686797,621043,664056,621439,670242,54.02,,,,,,,,56,2,Sweeper,5,5,5,5,5,5,5,5,Infield shade,Standard,38,0.0,-0.051,66.6,7.8,,0.051,,0,0,0.567,0.433,30,28,31,29,1,3,2.0,1.0,1.0,1.0,2.9,-1.29,1.29,40.0,6.298709310375848,-1.66395524233479,41.33938174812721,23.92940890602181,29.049288793998485,1-0
ST,2025-06-24,86.9,-0.76,5.41,"Jax, Griffin",663728,643377,,ball,,,,,14,Cal Raleigh strikes out swinging.,R,L,R,MIN,SEA,B,,,0,0,2025,1.11,-0.55,0.03,1.51,,,,2,7,Top,,,,,,,-0.3654399166045197,-126.5967717786604,-1.992549867598172,11.938926170869196,27.073976668036092,-37.917129218909565,3.56,1.77,,,,86.9,3054,6.4,777375,680777,664034,650489,686797,621043,664056,621439,670242,54.14,,,,,,,,56,1,Sweeper,5,5,5,5,5,5,5,5,Infield shade,Standard,43,0.0,0.04,,,,-0.04,,0,0,0.567,0.433,30,28,31,29,1,3,2.0,1.0,1.0,1.0,3.58,-1.11,1.11,37.4,,,,,,0-0
FF,2025-06-24,97.8,-0.58,5.54,"Jax, Griffin",677594,643377,strikeout,swinging_strike,,,,,6,Julio Rodríguez strikes out swinging.,R,R,R,MIN,SEA,S,2.0,,2,2,2025,-0.65,1.26,0.34,2.4,,,,1,7,Top,,,,,,,3.995108745312744,-142.36984818399267,-5.9222231661227145,-9.77928793405824,31.433364237053404,-13.89250551074128,3.43,1.53,,,,98.3,2426,6.4,777375,680777,664034,650489,686797,621043,664056,621439,670242,54.07,,0.0,0.0,1.0,0.0,0.0,,55,6,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,207,0.028,-0.225,74.8,7.5,,0.225,,0,0,0.539,0.461,30,24,31,25,1,3,2.0,1.0,1.0,1.0,1.12,0.65,0.65,42.4,-1.3472924447008143,16.845987503031655,28.048615199970843,39.00162262507743,17.422855907546396,2-2
